check,raw_header,raw_value,clean_value,pass
boxes/source_row25/first_deadline_s,首批截止时间（s）,7200,7200.0,True
boxes/source_row25/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row25/priority,应急优先系数,20,20,True
boxes/source_row26/box_id,货箱编号,S003-WAT-01,S003-WAT-01,True
boxes/source_row26/service_id,服务区编号,S003,S003,True
boxes/source_row26/material_type,物资类型,饮用水,饮用水,True
boxes/source_row26/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row26/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row26/first_batch_text,是否首批保障,是,是,True
boxes/source_row26/first_deadline_s,首批截止时间（s）,7200,7200.0,True
boxes/source_row26/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row26/priority,应急优先系数,10,10,True
boxes/source_row27/box_id,货箱编号,S003-WAT-02,S003-WAT-02,True
boxes/source_row27/service_id,服务区编号,S003,S003,True
boxes/source_row27/material_type,物资类型,饮用水,饮用水,True
boxes/source_row27/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row27/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row27/first_batch_text,是否首批保障,否,否,True
boxes/source_row27/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row27/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row27/priority,应急优先系数,10,10,True
boxes/source_row28/box_id,货箱编号,S003-WAT-03,S003-WAT-03,True
boxes/source_row28/service_id,服务区编号,S003,S003,True
boxes/source_row28/material_type,物资类型,饮用水,饮用水,True
boxes/source_row28/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row28/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row28/first_batch_text,是否首批保障,否,否,True
boxes/source_row28/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row28/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row28/priority,应急优先系数,10,10,True
boxes/source_row29/box_id,货箱编号,S003-WAT-04,S003-WAT-04,True
boxes/source_row29/service_id,服务区编号,S003,S003,True
boxes/source_row29/material_type,物资类型,饮用水,饮用水,True
boxes/source_row29/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row29/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row29/first_batch_text,是否首批保障,否,否,True
boxes/source_row29/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row29/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row29/priority,应急优先系数,10,10,True
boxes/source_row30/box_id,货箱编号,S003-FOD-01,S003-FOD-01,True
boxes/source_row30/service_id,服务区编号,S003,S003,True
boxes/source_row30/material_type,物资类型,应急食品,应急食品,True
boxes/source_row30/weight_kg,单箱质量（kg）,8,8.0,True
boxes/source_row30/volume_m3,单箱体积（m³）,0.028,0.028,True
boxes/source_row30/first_batch_text,是否首批保障,否,否,True
boxes/source_row30/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row30/expected_s,期望送达时间（s）,10800,10800.0,True
boxes/source_row30/priority,应急优先系数,8,8,True
boxes/source_row31/box_id,货箱编号,S003-FOD-02,S003-FOD-02,True
boxes/source_row31/service_id,服务区编号,S003,S003,True
boxes/source_row31/material_type,物资类型,应急食品,应急食品,True
boxes/source_row31/weight_kg,单箱质量（kg）,8,8.0,True
boxes/source_row31/volume_m3,单箱体积（m³）,0.028,0.028,True
boxes/source_row31/first_batch_text,是否首批保障,否,否,True
boxes/source_row31/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row31/expected_s,期望送达时间（s）,10800,10800.0,True
boxes/source_row31/priority,应急优先系数,8,8,True
boxes/source_row32/box_id,货箱编号,S003-HYG-01,S003-HYG-01,True
boxes/source_row32/service_id,服务区编号,S003,S003,True
boxes/source_row32/material_type,物资类型,生活卫生用品,生活卫生用品,True
boxes/source_row32/weight_kg,单箱质量（kg）,6,6.0,True
boxes/source_row32/volume_m3,单箱体积（m³）,0.035,0.035,True
boxes/source_row32/first_batch_text,是否首批保障,否,否,True
boxes/source_row32/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row32/expected_s,期望送达时间（s）,14400,14400.0,True
boxes/source_row32/priority,应急优先系数,6,6,True
boxes/source_row33/box_id,货箱编号,S004-MED-01,S004-MED-01,True
boxes/source_row33/service_id,服务区编号,S004,S004,True
boxes/source_row33/material_type,物资类型,医疗物资,医疗物资,True
boxes/source_row33/weight_kg,单箱质量（kg）,3,3.0,True
boxes/source_row33/volume_m3,单箱体积（m³）,0.012,0.012,True
boxes/source_row33/first_batch_text,是否首批保障,是,是,True
boxes/source_row33/first_deadline_s,首批截止时间（s）,7200,7200.0,True
boxes/source_row33/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row33/priority,应急优先系数,20,20,True
boxes/source_row34/box_id,货箱编号,S004-WAT-01,S004-WAT-01,True
boxes/source_row34/service_id,服务区编号,S004,S004,True
boxes/source_row34/material_type,物资类型,饮用水,饮用水,True
boxes/source_row34/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row34/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row34/first_batch_text,是否首批保障,是,是,True
boxes/source_row34/first_deadline_s,首批截止时间（s）,7200,7200.0,True
boxes/source_row34/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row34/priority,应急优先系数,10,10,True
boxes/source_row35/box_id,货箱编号,S004-WAT-02,S004-WAT-02,True
boxes/source_row35/service_id,服务区编号,S004,S004,True
boxes/source_row35/material_type,物资类型,饮用水,饮用水,True
boxes/source_row35/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row35/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row35/first_batch_text,是否首批保障,否,否,True
boxes/source_row35/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row35/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row35/priority,应急优先系数,10,10,True
boxes/source_row36/box_id,货箱编号,S004-WAT-03,S004-WAT-03,True
boxes/source_row36/service_id,服务区编号,S004,S004,True
boxes/source_row36/material_type,物资类型,饮用水,饮用水,True
boxes/source_row36/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row36/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row36/first_batch_text,是否首批保障,否,否,True
boxes/source_row36/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row36/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row36/priority,应急优先系数,10,10,True
boxes/source_row37/box_id,货箱编号,S004-FOD-01,S004-FOD-01,True
boxes/source_row37/service_id,服务区编号,S004,S004,True
boxes/source_row37/material_type,物资类型,应急食品,应急食品,True
boxes/source_row37/weight_kg,单箱质量（kg）,8,8.0,True
boxes/source_row37/volume_m3,单箱体积（m³）,0.028,0.028,True
boxes/source_row37/first_batch_text,是否首批保障,否,否,True
boxes/source_row37/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row37/expected_s,期望送达时间（s）,10800,10800.0,True
boxes/source_row37/priority,应急优先系数,8,8,True
boxes/source_row38/box_id,货箱编号,S004-HYG-01,S004-HYG-01,True
boxes/source_row38/service_id,服务区编号,S004,S004,True
boxes/source_row38/material_type,物资类型,生活卫生用品,生活卫生用品,True
boxes/source_row38/weight_kg,单箱质量（kg）,6,6.0,True
boxes/source_row38/volume_m3,单箱体积（m³）,0.035,0.035,True
boxes/source_row38/first_batch_text,是否首批保障,否,否,True
boxes/source_row38/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row38/expected_s,期望送达时间（s）,14400,14400.0,True
boxes/source_row38/priority,应急优先系数,6,6,True
boxes/source_row39/box_id,货箱编号,S005-MED-01,S005-MED-01,True
boxes/source_row39/service_id,服务区编号,S005,S005,True
boxes/source_row39/material_type,物资类型,医疗物资,医疗物资,True
boxes/source_row39/weight_kg,单箱质量（kg）,3,3.0,True
boxes/source_row39/volume_m3,单箱体积（m³）,0.012,0.012,True
boxes/source_row39/first_batch_text,是否首批保障,是,是,True
boxes/source_row39/first_deadline_s,首批截止时间（s）,10800,10800.0,True
boxes/source_row39/expected_s,期望送达时间（s）,10800,10800.0,True
boxes/source_row39/priority,应急优先系数,16,16,True
boxes/source_row40/box_id,货箱编号,S005-WAT-01,S005-WAT-01,True
boxes/source_row40/service_id,服务区编号,S005,S005,True
boxes/source_row40/material_type,物资类型,饮用水,饮用水,True
boxes/source_row40/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row40/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row40/first_batch_text,是否首批保障,是,是,True
boxes/source_row40/first_deadline_s,首批截止时间（s）,10800,10800.0,True
boxes/source_row40/expected_s,期望送达时间（s）,10800,10800.0,True
boxes/source_row40/priority,应急优先系数,8,8,True
boxes/source_row41/box_id,货箱编号,S005-WAT-02,S005-WAT-02,True
boxes/source_row41/service_id,服务区编号,S005,S005,True
boxes/source_row41/material_type,物资类型,饮用水,饮用水,True
boxes/source_row41/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row41/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row41/first_batch_text,是否首批保障,否,否,True
boxes/source_row41/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row41/expected_s,期望送达时间（s）,10800,10800.0,True
boxes/source_row41/priority,应急优先系数,8,8,True
boxes/source_row42/box_id,货箱编号,S005-WAT-03,S005-WAT-03,True
boxes/source_row42/service_id,服务区编号,S005,S005,True
boxes/source_row42/material_type,物资类型,饮用水,饮用水,True
boxes/source_row42/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row42/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row42/first_batch_text,是否首批保障,否,否,True
boxes/source_row42/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row42/expected_s,期望送达时间（s）,10800,10800.0,True
boxes/source_row42/priority,应急优先系数,8,8,True
boxes/source_row43/box_id,货箱编号,S005-FOD-01,S005-FOD-01,True
boxes/source_row43/service_id,服务区编号,S005,S005,True
boxes/source_row43/material_type,物资类型,应急食品,应急食品,True
boxes/source_row43/weight_kg,单箱质量（kg）,8,8.0,True
boxes/source_row43/volume_m3,单箱体积（m³）,0.028,0.028,True
boxes/source_row43/first_batch_text,是否首批保障,否,否,True
boxes/source_row43/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row43/expected_s,期望送达时间（s）,14400,14400.0,True
boxes/source_row43/priority,应急优先系数,6,6,True
boxes/source_row44/box_id,货箱编号,S005-HYG-01,S005-HYG-01,True
boxes/source_row44/service_id,服务区编号,S005,S005,True
boxes/source_row44/material_type,物资类型,生活卫生用品,生活卫生用品,True
boxes/source_row44/weight_kg,单箱质量（kg）,6,6.0,True
boxes/source_row44/volume_m3,单箱体积（m³）,0.035,0.035,True
boxes/source_row44/first_batch_text,是否首批保障,否,否,True
boxes/source_row44/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row44/expected_s,期望送达时间（s）,18000,18000.0,True
boxes/source_row44/priority,应急优先系数,4,4,True
boxes/source_row45/box_id,货箱编号,S006-MED-01,S006-MED-01,True
boxes/source_row45/service_id,服务区编号,S006,S006,True
boxes/source_row45/material_type,物资类型,医疗物资,医疗物资,True
boxes/source_row45/weight_kg,单箱质量（kg）,3,3.0,True
boxes/source_row45/volume_m3,单箱体积（m³）,0.012,0.012,True
boxes/source_row45/first_batch_text,是否首批保障,是,是,True
boxes/source_row45/first_deadline_s,首批截止时间（s）,3600,3600.0,True
boxes/source_row45/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row45/priority,应急优先系数,24,24,True
boxes/source_row46/box_id,货箱编号,S006-WAT-01,S006-WAT-01,True
boxes/source_row46/service_id,服务区编号,S006,S006,True
boxes/source_row46/material_type,物资类型,饮用水,饮用水,True
boxes/source_row46/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row46/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row46/first_batch_text,是否首批保障,是,是,True
boxes/source_row46/first_deadline_s,首批截止时间（s）,3600,3600.0,True
boxes/source_row46/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row46/priority,应急优先系数,12,12,True
boxes/source_row47/box_id,货箱编号,S006-WAT-02,S006-WAT-02,True
boxes/source_row47/service_id,服务区编号,S006,S006,True
boxes/source_row47/material_type,物资类型,饮用水,饮用水,True
boxes/source_row47/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row47/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row47/first_batch_text,是否首批保障,否,否,True
boxes/source_row47/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row47/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row47/priority,应急优先系数,12,12,True
boxes/source_row48/box_id,货箱编号,S006-WAT-03,S006-WAT-03,True
boxes/source_row48/service_id,服务区编号,S006,S006,True
boxes/source_row48/material_type,物资类型,饮用水,饮用水,True
boxes/source_row48/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row48/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row48/first_batch_text,是否首批保障,否,否,True
boxes/source_row48/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row48/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row48/priority,应急优先系数,12,12,True
boxes/source_row49/box_id,货箱编号,S006-FOD-01,S006-FOD-01,True
boxes/source_row49/service_id,服务区编号,S006,S006,True
boxes/source_row49/material_type,物资类型,应急食品,应急食品,True
boxes/source_row49/weight_kg,单箱质量（kg）,8,8.0,True
boxes/source_row49/volume_m3,单箱体积（m³）,0.028,0.028,True
boxes/source_row49/first_batch_text,是否首批保障,否,否,True
boxes/source_row49/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row49/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row49/priority,应急优先系数,10,10,True
boxes/source_row50/box_id,货箱编号,S006-HYG-01,S006-HYG-01,True
boxes/source_row50/service_id,服务区编号,S006,S006,True
boxes/source_row50/material_type,物资类型,生活卫生用品,生活卫生用品,True
boxes/source_row50/weight_kg,单箱质量（kg）,6,6.0,True
boxes/source_row50/volume_m3,单箱体积（m³）,0.035,0.035,True
boxes/source_row50/first_batch_text,是否首批保障,否,否,True
boxes/source_row50/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row50/expected_s,期望送达时间（s）,10800,10800.0,True
boxes/source_row50/priority,应急优先系数,8,8,True
boxes/source_row51/box_id,货箱编号,S007-MED-01,S007-MED-01,True
boxes/source_row51/service_id,服务区编号,S007,S007,True
boxes/source_row51/material_type,物资类型,医疗物资,医疗物资,True
boxes/source_row51/weight_kg,单箱质量（kg）,3,3.0,True
boxes/source_row51/volume_m3,单箱体积（m³）,0.012,0.012,True
boxes/source_row51/first_batch_text,是否首批保障,是,是,True
boxes/source_row51/first_deadline_s,首批截止时间（s）,3600,3600.0,True
boxes/source_row51/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row51/priority,应急优先系数,24,24,True
boxes/source_row52/box_id,货箱编号,S007-WAT-01,S007-WAT-01,True
boxes/source_row52/service_id,服务区编号,S007,S007,True
boxes/source_row52/material_type,物资类型,饮用水,饮用水,True
boxes/source_row52/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row52/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row52/first_batch_text,是否首批保障,是,是,True
boxes/source_row52/first_deadline_s,首批截止时间（s）,3600,3600.0,True
boxes/source_row52/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row52/priority,应急优先系数,12,12,True
boxes/source_row53/box_id,货箱编号,S007-WAT-02,S007-WAT-02,True
boxes/source_row53/service_id,服务区编号,S007,S007,True
boxes/source_row53/material_type,物资类型,饮用水,饮用水,True
boxes/source_row53/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row53/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row53/first_batch_text,是否首批保障,否,否,True
boxes/source_row53/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row53/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row53/priority,应急优先系数,12,12,True
boxes/source_row54/box_id,货箱编号,S007-FOD-01,S007-FOD-01,True
boxes/source_row54/service_id,服务区编号,S007,S007,True
boxes/source_row54/material_type,物资类型,应急食品,应急食品,True
boxes/source_row54/weight_kg,单箱质量（kg）,8,8.0,True
boxes/source_row54/volume_m3,单箱体积（m³）,0.028,0.028,True
boxes/source_row54/first_batch_text,是否首批保障,否,否,True
boxes/source_row54/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row54/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row54/priority,应急优先系数,10,10,True
boxes/source_row55/box_id,货箱编号,S007-HYG-01,S007-HYG-01,True
boxes/source_row55/service_id,服务区编号,S007,S007,True
boxes/source_row55/material_type,物资类型,生活卫生用品,生活卫生用品,True
boxes/source_row55/weight_kg,单箱质量（kg）,6,6.0,True
boxes/source_row55/volume_m3,单箱体积（m³）,0.035,0.035,True
boxes/source_row55/first_batch_text,是否首批保障,否,否,True
boxes/source_row55/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row55/expected_s,期望送达时间（s）,10800,10800.0,True
boxes/source_row55/priority,应急优先系数,8,8,True
boxes/source_row56/box_id,货箱编号,S008-MED-01,S008-MED-01,True
boxes/source_row56/service_id,服务区编号,S008,S008,True
boxes/source_row56/material_type,物资类型,医疗物资,医疗物资,True
boxes/source_row56/weight_kg,单箱质量（kg）,3,3.0,True
boxes/source_row56/volume_m3,单箱体积（m³）,0.012,0.012,True
boxes/source_row56/first_batch_text,是否首批保障,是,是,True
boxes/source_row56/first_deadline_s,首批截止时间（s）,7200,7200.0,True
boxes/source_row56/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row56/priority,应急优先系数,20,20,True
boxes/source_row57/box_id,货箱编号,S008-WAT-01,S008-WAT-01,True
boxes/source_row57/service_id,服务区编号,S008,S008,True
boxes/source_row57/material_type,物资类型,饮用水,饮用水,True
boxes/source_row57/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row57/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row57/first_batch_text,是否首批保障,是,是,True
boxes/source_row57/first_deadline_s,首批截止时间（s）,7200,7200.0,True
boxes/source_row57/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row57/priority,应急优先系数,10,10,True
boxes/source_row58/box_id,货箱编号,S008-WAT-02,S008-WAT-02,True
boxes/source_row58/service_id,服务区编号,S008,S008,True
boxes/source_row58/material_type,物资类型,饮用水,饮用水,True
boxes/source_row58/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row58/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row58/first_batch_text,是否首批保障,否,否,True
boxes/source_row58/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row58/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row58/priority,应急优先系数,10,10,True
boxes/source_row59/box_id,货箱编号,S008-FOD-01,S008-FOD-01,True
boxes/source_row59/service_id,服务区编号,S008,S008,True
boxes/source_row59/material_type,物资类型,应急食品,应急食品,True
boxes/source_row59/weight_kg,单箱质量（kg）,8,8.0,True
boxes/source_row59/volume_m3,单箱体积（m³）,0.028,0.028,True
boxes/source_row59/first_batch_text,是否首批保障,否,否,True
boxes/source_row59/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row59/expected_s,期望送达时间（s）,10800,10800.0,True
boxes/source_row59/priority,应急优先系数,8,8,True
boxes/source_row60/box_id,货箱编号,S008-HYG-01,S008-HYG-01,True
boxes/source_row60/service_id,服务区编号,S008,S008,True
boxes/source_row60/material_type,物资类型,生活卫生用品,生活卫生用品,True
boxes/source_row60/weight_kg,单箱质量（kg）,6,6.0,True
boxes/source_row60/volume_m3,单箱体积（m³）,0.035,0.035,True
boxes/source_row60/first_batch_text,是否首批保障,否,否,True
boxes/source_row60/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row60/expected_s,期望送达时间（s）,14400,14400.0,True
boxes/source_row60/priority,应急优先系数,6,6,True
boxes/source_row61/box_id,货箱编号,S009-MED-01,S009-MED-01,True
boxes/source_row61/service_id,服务区编号,S009,S009,True
boxes/source_row61/material_type,物资类型,医疗物资,医疗物资,True
boxes/source_row61/weight_kg,单箱质量（kg）,3,3.0,True
boxes/source_row61/volume_m3,单箱体积（m³）,0.012,0.012,True
boxes/source_row61/first_batch_text,是否首批保障,是,是,True
boxes/source_row61/first_deadline_s,首批截止时间（s）,10800,10800.0,True
boxes/source_row61/expected_s,期望送达时间（s）,10800,10800.0,True
boxes/source_row61/priority,应急优先系数,16,16,True
boxes/source_row62/box_id,货箱编号,S009-WAT-01,S009-WAT-01,True
boxes/source_row62/service_id,服务区编号,S009,S009,True
boxes/source_row62/material_type,物资类型,饮用水,饮用水,True
boxes/source_row62/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row62/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row62/first_batch_text,是否首批保障,是,是,True
boxes/source_row62/first_deadline_s,首批截止时间（s）,10800,10800.0,True
boxes/source_row62/expected_s,期望送达时间（s）,10800,10800.0,True
boxes/source_row62/priority,应急优先系数,8,8,True
boxes/source_row63/box_id,货箱编号,S009-FOD-01,S009-FOD-01,True
boxes/source_row63/service_id,服务区编号,S009,S009,True
boxes/source_row63/material_type,物资类型,应急食品,应急食品,True
boxes/source_row63/weight_kg,单箱质量（kg）,8,8.0,True
boxes/source_row63/volume_m3,单箱体积（m³）,0.028,0.028,True
boxes/source_row63/first_batch_text,是否首批保障,否,否,True
boxes/source_row63/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row63/expected_s,期望送达时间（s）,14400,14400.0,True
boxes/source_row63/priority,应急优先系数,6,6,True
boxes/source_row64/box_id,货箱编号,S010-MED-01,S010-MED-01,True
boxes/source_row64/service_id,服务区编号,S010,S010,True
boxes/source_row64/material_type,物资类型,医疗物资,医疗物资,True
boxes/source_row64/weight_kg,单箱质量（kg）,3,3.0,True
boxes/source_row64/volume_m3,单箱体积（m³）,0.012,0.012,True
boxes/source_row64/first_batch_text,是否首批保障,是,是,True
boxes/source_row64/first_deadline_s,首批截止时间（s）,3600,3600.0,True
boxes/source_row64/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row64/priority,应急优先系数,24,24,True
boxes/source_row65/box_id,货箱编号,S010-WAT-01,S010-WAT-01,True
boxes/source_row65/service_id,服务区编号,S010,S010,True
boxes/source_row65/material_type,物资类型,饮用水,饮用水,True
boxes/source_row65/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row65/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row65/first_batch_text,是否首批保障,是,是,True
boxes/source_row65/first_deadline_s,首批截止时间（s）,3600,3600.0,True
boxes/source_row65/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row65/priority,应急优先系数,12,12,True
boxes/source_row66/box_id,货箱编号,S010-FOD-01,S010-FOD-01,True
boxes/source_row66/service_id,服务区编号,S010,S010,True
boxes/source_row66/material_type,物资类型,应急食品,应急食品,True
boxes/source_row66/weight_kg,单箱质量（kg）,8,8.0,True
boxes/source_row66/volume_m3,单箱体积（m³）,0.028,0.028,True
boxes/source_row66/first_batch_text,是否首批保障,否,否,True
boxes/source_row66/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row66/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row66/priority,应急优先系数,10,10,True
boxes/source_row67/box_id,货箱编号,S011-MED-01,S011-MED-01,True
boxes/source_row67/service_id,服务区编号,S011,S011,True
boxes/source_row67/material_type,物资类型,医疗物资,医疗物资,True
boxes/source_row67/weight_kg,单箱质量（kg）,3,3.0,True
boxes/source_row67/volume_m3,单箱体积（m³）,0.012,0.012,True
boxes/source_row67/first_batch_text,是否首批保障,是,是,True
boxes/source_row67/first_deadline_s,首批截止时间（s）,10800,10800.0,True
boxes/source_row67/expected_s,期望送达时间（s）,10800,10800.0,True
boxes/source_row67/priority,应急优先系数,16,16,True
boxes/source_row68/box_id,货箱编号,S011-WAT-01,S011-WAT-01,True
boxes/source_row68/service_id,服务区编号,S011,S011,True
boxes/source_row68/material_type,物资类型,饮用水,饮用水,True
boxes/source_row68/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row68/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row68/first_batch_text,是否首批保障,是,是,True
boxes/source_row68/first_deadline_s,首批截止时间（s）,10800,10800.0,True
boxes/source_row68/expected_s,期望送达时间（s）,10800,10800.0,True
boxes/source_row68/priority,应急优先系数,8,8,True
boxes/source_row69/box_id,货箱编号,S011-FOD-01,S011-FOD-01,True
boxes/source_row69/service_id,服务区编号,S011,S011,True
boxes/source_row69/material_type,物资类型,应急食品,应急食品,True
boxes/source_row69/weight_kg,单箱质量（kg）,8,8.0,True
boxes/source_row69/volume_m3,单箱体积（m³）,0.028,0.028,True
boxes/source_row69/first_batch_text,是否首批保障,否,否,True
boxes/source_row69/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row69/expected_s,期望送达时间（s）,14400,14400.0,True
boxes/source_row69/priority,应急优先系数,6,6,True
boxes/source_row70/box_id,货箱编号,S012-MED-01,S012-MED-01,True
boxes/source_row70/service_id,服务区编号,S012,S012,True
boxes/source_row70/material_type,物资类型,医疗物资,医疗物资,True
boxes/source_row70/weight_kg,单箱质量（kg）,3,3.0,True
boxes/source_row70/volume_m3,单箱体积（m³）,0.012,0.012,True
boxes/source_row70/first_batch_text,是否首批保障,是,是,True
boxes/source_row70/first_deadline_s,首批截止时间（s）,3600,3600.0,True
boxes/source_row70/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row70/priority,应急优先系数,22,22,True
boxes/source_row71/box_id,货箱编号,S012-WAT-01,S012-WAT-01,True
boxes/source_row71/service_id,服务区编号,S012,S012,True
boxes/source_row71/material_type,物资类型,饮用水,饮用水,True
boxes/source_row71/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row71/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row71/first_batch_text,是否首批保障,是,是,True
boxes/source_row71/first_deadline_s,首批截止时间（s）,3600,3600.0,True
boxes/source_row71/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row71/priority,应急优先系数,12,12,True
boxes/source_row72/box_id,货箱编号,S012-FOD-01,S012-FOD-01,True
boxes/source_row72/service_id,服务区编号,S012,S012,True
boxes/source_row72/material_type,物资类型,应急食品,应急食品,True
boxes/source_row72/weight_kg,单箱质量（kg）,8,8.0,True
boxes/source_row72/volume_m3,单箱体积（m³）,0.028,0.028,True
boxes/source_row72/first_batch_text,是否首批保障,否,否,True
boxes/source_row72/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row72/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row72/priority,应急优先系数,10,10,True
boxes/source_row73/box_id,货箱编号,S013-MED-01,S013-MED-01,True
boxes/source_row73/service_id,服务区编号,S013,S013,True
boxes/source_row73/material_type,物资类型,医疗物资,医疗物资,True
boxes/source_row73/weight_kg,单箱质量（kg）,3,3.0,True
boxes/source_row73/volume_m3,单箱体积（m³）,0.012,0.012,True
boxes/source_row73/first_batch_text,是否首批保障,是,是,True
boxes/source_row73/first_deadline_s,首批截止时间（s）,3600,3600.0,True
boxes/source_row73/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row73/priority,应急优先系数,24,24,True
boxes/source_row74/box_id,货箱编号,S013-WAT-01,S013-WAT-01,True
boxes/source_row74/service_id,服务区编号,S013,S013,True
boxes/source_row74/material_type,物资类型,饮用水,饮用水,True
boxes/source_row74/weight_kg,单箱质量（kg）,14,14.0,True
